id,name,city,iata,lat,long,timezone
3624,Teterboro Airport,Teterboro,TEB,40.85010147,-74.06079865,-5
3625,Ellsworth Air Force Base,Rapid City,RCA,44.14500046,-103.1039963,-7
3626,Raleigh Durham International Airport,Raleigh-durham,RDU,35.87760162,-78.78749847,-5
3627,James M Cox Dayton International Airport,Dayton,DAY,39.90240097,-84.2193985,-5
3628,Kenai Municipal Airport,Kenai,ENA,60.57310104,-151.2449951,-9
3629,Mc Alester Regional Airport,Mcalester,MLC,34.882401,-95.783501,-6
3630,Niagara Falls International Airport,Niagara Falls,IAG,43.1072998,-78.94619751,-5
3631,Coulter Field,Bryan,CFD,30.71570015,-96.33139801,-6
3632,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,LIY,31.889099,-81.562303,-5
3633,Newport News Williamsburg International Airport,Newport News,PHF,37.13190079,-76.49299622,-5
3634,Esler Regional Airport,Alexandria,ESF,31.39489937,-92.29579926,-6
3635,Altus Air Force Base,Altus,LTS,34.667099,-99.26670074,-6
3636,Tucson International Airport,Tucson,TUS,32.11610031,-110.9410019,-7
3637,Minot Air Force Base,Minot,MIB,48.4156,-101.358002,-6
3638,Beale Air Force Base,Marysville,BAB,39.13610077,-121.4369965,-8
3639,Greater Kankakee Airport,Kankakee,IKK,41.07139969,-87.84629822,-6
3640,Seymour Johnson Air Force Base,Goldsboro,GSB,35.33940125,-77.96060181,-5
3641,Theodore Francis Green State Airport,Providence,PVD,41.732601,-71.420403,-5
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,SBY,38.34049988,-75.51029968,-5
3644,Bob Hope Airport,Burbank,BUR,34.20069885,-118.3590012,-8
3645,Detroit Metropolitan Wayne County Airport,Detroit,DTW,42.21239853,-83.35340118,-5
3646,Tampa International Airport,Tampa,TPA,27.97550011,-82.53320313,-5
3647,Pembina Municipal Airport,Pembina,PMB,48.94250107,-97.24079895,-6
3648,Polk Army Air Field,Fort Polk,POE,31.0447998,-93.1917038,-6
3649,Eielson Air Force Base,Fairbanks,EIL,64.66570282,-147.102005,-9
3650,Range Regional Airport,Hibbing,HIB,47.38660049,-92.83899689,-6
3651,Angelina County Airport,Lufkin,LFK,31.23399925,-94.75,-6
3652,Midland International Airport,Midland,MAF,31.94249916,-102.2020035,-6
3653,Austin Straubel International Airport,Green Bay,GRB,44.48509979,-88.12960052,-6
3654,Ardmore Municipal Airport,Ardmore,ADM,34.30301,-97.0196342,-6
3655,Mc Guire Air Force Base,Wrightstown,WRI,40.0155983,-74.59169769,-5
3658,Augusta Regional At Bush Field,Bush Field,AGS,33.36989975,-81.96450043,-5
3659,Sloulin Field International Airport,Williston,ISN,48.17789841,-103.6419983,-6
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,LIT,34.72940063,-92.22429657,-6
3661,Stewart International Airport,Newburgh,SWF,41.5041008,-74.10479736,-5
3662,Baudette International Airport,Baudette,BDE,48.72840118,-94.61219788,-6
3663,Sacramento Executive Airport,Sacramento,SAC,38.51250076,-121.4929962,-8
3664,Homer Airport,Homer,HOM,59.64559937,-151.477005,-9
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,TBN,37.74160004,-92.14070129,-6
3666,Dobbins Air Reserve Base,Marietta,MGE,33.91540146,-84.51629639,-5
3667,Fairchild Air Force Base,Spokane,SKA,47.61510086,-117.6559982,-8
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,HTL,44.359798,-84.671095,-5
3669,Tyndall Air Force Base,Panama City,PAM,30.06959915,-85.57540131,-6
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,32.896801,-97.038002,-6
3671,Melbourne International Airport,Melbourne,MLB,28.10280037,-80.64530182,-5
3672,McChord Air Force Base,Tacoma,TCM,47.13769913,-122.4759979,-8
3673,Austin Bergstrom International Airport,Austin,AUS,30.19449997,-97.66989899,-6
3674,Rickenbacker International Airport,Columbus,LCK,39.813801,-82.927803,-5
3675,Sawyer International Airport,Gwinn,MQT,46.35359955,-87.395401,-5
3676,McGhee Tyson Airport,Knoxville,TYS,35.81100082,-83.9940033,-5
3677,Hood Army Air Field,Fort Hood,HLR,31.13870049,-97.71450043,-6
3678,St Louis Lambert International Airport,St. Louis,STL,38.748697,-90.370003,-6
3679,Millville Municipal Airport,Millville,MIV,39.367802,-75.072197,-5
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,SPS,33.9888,-98.491898,-6
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,LUK,39.10329819,-84.41860199,-5
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,33.6367,-84.428101,-5
3683,Castle Airport,Merced,MER,37.38050079,-120.5680008,-8
3684,Mc Clellan Airfield,Sacramento,MCC,38.66759872,-121.401001,-8
3685,Gerald R. Ford International Airport,Grand Rapids,GRR,42.88079834,-85.52279663,-5
3686,Winkler County Airport,Wink,INK,31.77960014,-103.2009964,-6
3687,Fresno Yosemite International Airport,Fresno,FAT,36.77619934,-119.7180023,-8
3688,Vero Beach Regional Airport,Vero Beach,VRB,27.6556,-80.417901,-5
3689,Imperial County Airport,Imperial,IPL,32.83420181,-115.5790024,-8
3690,Nashville International Airport,Nashville,BNA,36.12450027,-86.67819977,-6
3691,Laredo International Airport,Laredo,LRD,27.54380035,-99.46160126,-6
3692,Elmendorf Air Force Base,Anchorage,EDF,61.25099945,-149.8070068,-9
3693,Ralph Wien Memorial Airport,Kotzebue,OTZ,66.88469696,-162.598999,-9
3694,Altoona Blair County Airport,Altoona,AOO,40.29639816,-78.31999969,-5
3695,Dyess Air Force Base,Abilene,DYS,32.42079926,-99.854599,-6
3696,South Arkansas Regional At Goodwin Field,El Dorado,ELD,33.22100067,-92.81330109,-6
3697,La Guardia Airport,New York,LGA,40.77719879,-73.87259674,-5
3698,Tallahassee Regional Airport,Tallahassee,TLH,30.39649963,-84.35030365,-5
3699,Dupage Airport,West Chicago,DPA,41.90779877,-88.24859619,-6
3700,Waco Regional Airport,Waco,ACT,31.61129951,-97.23049927,-6
3701,Augusta State Airport,Augusta,AUG,44.3205986,-69.79730225,-5
3703,Jacksonville Naval Air Station (Towers Field),Jacksonville,NIP,30.2358,-81.680603,-5
3704,McKellar-Sipes Regional Airport,Jackson,MKL,35.599899,-88.915604,-6
3705,Molokai Airport,Molokai,MKK,21.1529007,-157.095993,-10
3706,Godman Army Air Field,Fort Knox,FTK,37.90710068,-85.9720993,-5
3708,San Angelo Regional Mathis Field,San Angelo,SJT,31.35770035,-100.4960022,-6
3709,Calexico International Airport,Calexico,CXL,32.66949844,-115.5130005,-8
3710,Chico Municipal Airport,Chico,CIC,39.79539871,-121.8580017,-8
3711,Burlington International Airport,Burlington,BTV,44.47190094,-73.15329742,-5
3712,Jacksonville International Airport,Jacksonville,JAX,30.49410057,-81.68789673,-5
3713,Durango La Plata County Airport,Durango,DRO,37.1515007,-107.7539978,-7
3714,Washington Dulles International Airport,Washington,IAD,38.94449997,-77.45580292,-5
3715,Easterwood Field,College Station,CLL,30.58860016,-96.36380005,-6
3716,Felts Field,Spokane,SFF,47.68280029,-117.322998,-8
3717,General Mitchell International Airport,Milwaukee,MKE,42.94720078,-87.89659882,-6
3718,Abilene Regional Airport,Abilene,ABI,32.41130066,-99.68190002,-6
3719,Columbia Regional Airport,Columbia,COU,38.81809998,-92.21959686,-6
3720,Portland International Airport,Portland,PDX,45.58869934,-122.5979996,-8
3721,Dade Collier Training and Transition Airport,Miami,TNT,25.86179924,-80.89700317,-5
3722,Palm Beach International Airport,West Palm Beach,PBI,26.68320084,-80.09559631,-5
3723,Fort Worth Meacham International Airport,Fort Worth,FTW,32.819801,-97.362396,-6
3724,Ogdensburg International Airport,Ogdensburg,OGS,44.68190002,-75.46549988,-5
3725,Cape Cod Coast Guard Air Station,Falmouth,FMH,41.65840149,-70.52140045,-5
3726,Boeing Field King County International Airport,Seattle,BFI,47.52999878,-122.302002,-8
3727,Lackland Air Force Base,San Antonio,SKF,29.38419914,-98.58110046,-6
3728,Daniel K Inouye International Airport,Honolulu,HNL,21.32062,-157.924228,-10
3729,Des Moines International Airport,Des Moines,DSM,41.5340004,-93.6631012,-6
3730,Coastal Carolina Regional Airport,New Bern,EWN,35.07300186,-77.04290009,-5
3731,San Diego International Airport,San Diego,SAN,32.73360062,-117.1900024,-8
3732,Monroe Regional Airport,Monroe,MLU,32.51089859,-92.03769684,-6
3733,Shaw Air Force Base,Sumter,SSC,33.97269821,-80.47059631,-5
3734,Ontario International Airport,Ontario,ONT,34.05599976,-117.6009979,-8
3735,Majors Airport,Greenvile,GVT,33.06779861,-96.06529999,-6
3736,Roswell International Air Center Airport,Roswell,ROW,33.30160141,-104.5309982,-7
3737,Coleman A. Young Municipal Airport,Detroit,DET,42.40919876,-83.00990295,-5
3738,Brownsville South Padre Island International Airport,Brownsville,BRO,25.90679932,-97.42590332,-6
3739,Dothan Regional Airport,Dothan,DHN,31.32130051,-85.44960022,-6
3740,Cape May County Airport,Wildwood,WWD,39.00849915,-74.90830231,-5
3741,Fallon Naval Air Station,Fallon,NFL,39.41659927,-118.7009964,-8
3742,Selfridge Air National Guard Base Airport,Mount Clemens,MTC,42.613463,-82.836919,-5
3743,Four Corners Regional Airport,Farmington,FMN,36.74119949,-108.2300034,-7
3744,Corpus Christi International Airport,Corpus Christi,CRP,27.77039909,-97.50119781,-6
3745,Syracuse Hancock International Airport,Syracuse,SYR,43.11119843,-76.10630035,-5
3746,Naval Air Station Key West/Boca Chica Field,Key West,NQX,24.57579994,-81.68890381,-5
3747,Chicago Midway International Airport,Chicago,MDW,41.785999,-87.752403,-6
3748,Norman Y. Mineta San Jose International Airport,San Jose,SJC,37.362598,-121.929001,-8
3749,Lea County Regional Airport,Hobbs,HOB,32.6875,-103.2170029,-7
3750,Northeast Philadelphia Airport,Philadelphia,PNE,40.081902,-75.010597,-5
3751,Denver International Airport,Denver,DEN,39.86169815,-104.6729965,-7
3752,Philadelphia International Airport,Philadelphia,PHL,39.87189865,-75.2410965,-5
3753,Sioux Gateway Col. Bud Day Field,Sioux City,SUX,42.40259933,-96.38439941,-6
3754,Middle Georgia Regional Airport,Macon,MCN,32.69279861,-83.64920044,-5
3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,TCS,33.23690033,-107.2720032,-7
3756,Palmdale Regional/USAF Plant 42 Airport,Palmdale,PMD,34.62939835,-118.0849991,-8
3757,Randolph Air Force Base,San Antonio,RND,29.52969933,-98.27890015,-6
3758,El Centro NAF Airport (Vraciu Field),El Centro,NJK,32.829201,-115.671996,-8
3759,John Glenn Columbus International Airport,Columbus,CMH,39.998001,-82.891899,-5
3760,Drake Field,Fayetteville,FYV,36.00510025,-94.17009735,-6
3761,Henry Post Army Air Field (Fort Sill),Fort Sill,FSI,34.64979935,-98.40219879,-6
3763,Wright-Patterson Air Force Base,Dayton,FFO,39.8260994,-84.0483017,-5
3764,Edward G. Pitka Sr Airport,Galena,GAL,64.73619843,-156.9369965,-9
3766,Mineral Wells Airport,Mineral Wells,MWL,32.78160095,-98.06020355,-6
3767,Mc Connell Air Force Base,Wichita,IAB,37.62189865,-97.26820374,-6
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,NBG,29.82530022,-90.03500366,-6
3769,Beaufort County Airport,Beaufort,BFT,32.41220093,-80.63439941,-5
3770,Texarkana Regional Webb Field,Texarkana,TXK,33.45370102,-93.99099731,-6
3771,Plattsburgh International Airport,Plattsburgh,PBG,44.65090179,-73.4681015,-5
3772,Phillips Army Air Field,Aberdeen,APG,39.466202,-76.1688,-5
3773,Tucumcari Municipal Airport,Tucumcari,TCC,35.18280029,-103.6029968,-7
3774,Ted Stevens Anchorage International Airport,Anchorage,ANC,61.17440033,-149.9960022,-9
3775,Robert Gray  Army Air Field Airport,Killeen,GRK,31.06719971,-97.8289032,-6
3777,Bellingham International Airport,Bellingham,BLI,48.7928009,-122.538002,-8
3778,Millington-Memphis Airport,Millington,NQA,35.356701,-89.8703,-6
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,EKN,38.88940048,-79.85710144,-5
3780,Hartford Brainard Airport,Hartford,HFD,41.73669815,-72.6493988,-5
3781,North Central State Airport,Smithfield,SFZ,41.92079926,-71.49140167,-5
3782,Mobile Regional Airport,Mobile,MOB,30.69120026,-88.24279785,-6
3783,Moffett Federal Airfield,Mountain View,NUQ,37.4161,-122.049004,-8
3784,Santa Fe Municipal Airport,Santa Fe,SAF,35.61709976,-106.0889969,-7
3785,Barking Sands Airport,Barking Sands,BKH,22.02280045,-159.7850037,-10
3786,Beauregard Regional Airport,Deridder,DRI,30.83169937,-93.33989716,-6
3787,Bradshaw Army Airfield,Bradshaw Field,BSF,19.76009941,-155.5540009,-10
3788,Nogales International Airport,Nogales,OLS,31.4177,-110.848,-7
3789,Mac Dill Air Force Base,Tampa,MCF,27.84930038,-82.52120209,-5
3790,Scott AFB/Midamerica Airport,Belleville,BLV,38.5452,-89.835197,-6
3791,Opa-locka Executive Airport,Miami,OPF,25.907,-80.278397,-5
3792,Del Rio International Airport,Del Rio,DRT,29.37420082,-100.927002,-6
3793,Southwest Florida International Airport,Fort Myers,RSW,26.53619957,-81.75520325,-5
